District,School,Date(s) of Collection,First Day of School (2026-27),SIS/Scheduling Software,Days before start of school schedules are available (Latest possible day),Named Arena Selection Process,Preliminary/Unofficial Schedule Before Summer,Teacher Request Allowed,Days after start of school to submit schedule changes (Earliest possible deadline),Disallowed Reason - To be with a friend,Disallowed Reason - Teacher Changes,Disallowed Reason - Different Lunch period,Disallowed Reason - Elective Change,Disallowed Reason - Dropping an application course after a student has been accepted and enrolled,Disallowed Reason - Dropped Course,Disallowed Reason - Changing between AP and IB,Disallowed Reason - Changing of a privilege period,Disallowed Reason - Improving GPA,AP/Honors/Advanced Level-Down Allowed,Level-Down Deadline/Trigger - End of first 6 weeks,Level-Down Deadline/Trigger - End of first semester,Level-Down Deadline/Trigger - Automatic if Failing After 6 weeks,Level-Down Deadline/Trigger - Teacher Initiated,Reason - Change needed for graduation,Reason - Already completed credit,Reason - Missing/Failed Prerequisites,"Reason - Incomplete Schedule, Duplicate Classes, or other Schedule Error","Reason - Balancing Class Loads, or other School Need",Reason - Did not apply / enrolled by mistake,Reason - Add/Drop Athletics/Performing Arts,Reason - Alignment with College Admission Requirements,Reason - Change Needed to Complete an Endorsement,Reason - Needs Placement in Special Education,"Reason - 504 plan, or ESL/ELL services",Reason - Adjustment for Medical/Physical Health,Reason - Relevant Credit earned in Summer School,Reason - Student Elected or Assigned to Conflicting Activity by the Administration,Reason - Remedial Coursework Needed for State Assessment,Reason - Previously Failed Class with Teacher,Reason - Student Enrolled in Dual-Credit Class,Reason - Teacher Initiated Changes,Reason - ARD Meeting Recommendation,Reason - Student Did Not Meet Standard on STAAR or EOC Exams,Use of Scheduling Software,Teacher Request Prior to Schedule Build,Possible to Switch Core Classes,Notes,source_files,model,coded_date,_pathkey
Ore City ISD,Ore City HS,"July 28, 2026 - August 10, 2026",Aug 13,,"2 days (Meet the Teacher, Aug 11)",Not stated,N,N,First week of school (~5 days),Not stated,Y,Not stated,N,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Data collected across multiple columns with inconsistent answers (e.g., software listed as PowerSchool/Skyward/Ascender, deadline strictness ranges Lenient to Strict). Only 1 counselor on staff.",Ore City ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Ore City ISD||Ore City ISD
Palestine ISD,Palestine High School (PHS),07/16/26,Not stated,,Not stated,Not stated,Not stated,Not stated,10 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Schedule changes must be requested prior to the 10th day of school/semester; only limited reasons permitted (wrong level placement, graduation need, already-passed course, class-size balancing).",Palestine ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Palestine ISD||Palestine ISD
Pampa ISD,Pampa High School,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Document contains mostly blank fields; no policy prose provided for course-change reasons or procedures.,Pampa ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Pampa ISD||Pampa ISD
Pearland ISD,Glenda Dawson,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Table data is sparse/inconsistent across columns; course-change policy is only referenced via an external PDF link (parent presentation), not quoted in text. Deadline strictness varies by column (Lenient/Moderate/Moderate/Strict).",Glenda Dawson - Pearland ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Pearland ISD||Glenda Dawson
Pearland ISD,Pearland,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Schedule changes starting the first day of school are only considered for a limited exhaustive list of criteria; district uses multiple scheduling software systems (PowerSchool, Skyward, Ascender) depending on campus/source.",Pearland - Pearland ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Pearland ISD||Pearland ISD
Peaster ISD,Peaster,07/16/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Priority given to students with duplicate courses, graduation requirement needs, and dual credit add/drop; students must follow current schedule until notified of change.",Peaster ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Peaster ISD||Peaster ISD
Pine Tree ISD,Pine Tree HS,"July 13, 2026; August 6, 2026","August 19, 2026",,"9 days (schedules/class assignments by Aug 10, school starts Aug 19)",Not stated,Not stated,N,9 days (class changes not made after 2nd Friday if year begins Wednesday),Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,AP/Pre-AP/Honors drop requests must be submitted by end of third week of each semester; general class changes barred after 2nd Friday of school year.,Pine Tree ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Pine Tree ISD||Pine Tree ISD
Plains ISD,Plains ISD,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document is a largely blank data-collection template; no substantive policy prose was provided for course-change reasons, deadlines, or procedures.",Plains ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Plains ISD||Plains ISD
Plainview ISD,Plainview HS,"July 14, 2026",August 12,,"1 day (schedule pickup Aug 11, school starts Aug 12)",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Schedule change requests require parent signature and recorded communication with counselor; elective changes and graduation-plan changes considered only on a must-need basis.,Plainview ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Plainview ISD||Plainview ISD
Pleasant Grove ISD,Pleasant Grove High School,08/06/26,"Aug 12, 2026",,2 days,Not stated,Not stated,N,5 days,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Y,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Contact/software columns are inconsistent (PowerSchool/Skyward/Ascender listed across duplicate columns); course-change policy text repeated identically across all columns.,Pleasant Grove ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Pleasant Grove ISD||Pleasant Grove ISD
Port Neches-Groves ISD,Port Neches-Groves,07/16/26,"Aug 13, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document is largely a blank data-collection template; most policy questions (teacher requests, deadlines, accepted reasons) were left unanswered. Deadline strictness varied across sources (Lenient/Moderate/Strict). Multiple scheduling software systems listed (PowerSchool, Skyward, Ascender) with inconsistent Yes/No answers on software use.",Port Neches-Groves ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Port Neches-Groves ISD||Port Neches-Groves ISD
Progreso ISD,Progreso,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,3 weeks (21 days),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Policy only states students may request schedule changes within first 3 weeks of school by seeing their counselor; deadline strictness varies by respondent (Lenient/Moderate/Strict). No further detail on accepted/disallowed reasons.,Progreso ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Progreso ISD||Progreso ISD
Prosper ISD,Prosper HS,"July 14, 2026",August 11,,6 days (Schedule walk August 5),Not stated,Not stated,N,Within first week of school,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Deadline for course change requests for upcoming year is in late spring shortly before last day of instruction; schedule changes during first week only except AP/Honors level-down at end of first 6 weeks; no elective changes allowed during the year.,Prosper ISD Data Collection - Prosper HS.docx,claude-sonnet-5,2026-08-25,Prosper ISD||Prosper HS
Prosper ISD,Richland HS,"July 14, 2026; August 17, 2026",August 11,,6 days (Schedule walk August 5),Not stated,Not stated,N,First week of school,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Course request deadline is in late spring before last day of instruction; AP/Honors level-down allowed at end of first 6 weeks; no elective changes allowed during the school year,Prosper ISD Data Collection - Richland HS.docx,claude-sonnet-5,2026-08-25,Prosper ISD||Richland HS
Prosper ISD,Rock Hill HS,"July 14, 2026",August 11,,6 days (Schedule walk Aug 5),Not stated,Not stated,N,First week of school,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Responses on scheduling software and change strictness were inconsistent across the four columns (Yes/No use of software; Lenient/Moderate/Strict); specific list of accepted change reasons was left blank in source document.,Prosper ISD Data Collection - Rock Hill HS.docx,claude-sonnet-5,2026-08-25,Prosper ISD||Rock Hill HS
Prosper ISD,Walnut Grove HS,"July 14, 2026",August 11,,6 days (Schedule walk August 5),Not stated,Not stated,N,First week of school (~5 school days),Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Course request deadline is in late spring shortly before the last day of instruction; schedule changes limited to first week of school except AP/Honors level changes allowed at end of first 6 weeks; no elective changes allowed during the school year.,Prosper ISD Data Collection - Walnut Grove HS.docx,claude-sonnet-5,2026-08-25,Prosper ISD||Walnut Grove HS
Rains ISD,Rains High School,08/06/26,"Aug 12, 2026",,Not stated,Not stated,Not stated,Not stated,7 days (within first week of school year or first week of enrollment),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Document contains multiple parallel columns (possibly multiple respondents/counselors); course change policy emphasizes year-long commitment to courses with limited exceptions.,Rains ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Rains ISD||Rains ISD
Raymondville ISD,Raymondville Early College,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Document is largely a blank template; most fields not filled in by collector.,Raymondville ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Raymondville ISD||Raymondville ISD
Reagan County ISD,Reagan County High School,08/06/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated - deadline is before first day of school,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Handbook only states schedule changes must be made before the first day of school by contacting the counselor; most collection fields left blank.,Reagan County ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Reagan County ISD||Reagan County ISD
Red Oak ISD,Red Oak High School,08/06/26,"Aug 12, 2026",,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Master schedule built June 17-24; preliminary schedules given in spring to verify course selections; deadline strictness varies by respondent (Lenient/Moderate/Strict); software use varies by respondent (PowerSchool/Skyward/Ascender, Yes/No)",Red Oak ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Red Oak ISD||Red Oak ISD
Refugio ISD,Refugio HS,"July 28, 2026",August 18 (from 2025-2026 calendar),,Not stated,Not stated,Not stated,N,7 days (first seven days of each semester),Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Handbook/catalog give conflicting deadlines (7 days per course catalog vs. first 2 weeks per student handbook); schedule changes limited to inappropriate placement, lack of prerequisites, enrollment error, or scheduling conflict.",Refugio ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Refugio ISD||Refugio ISD
Rice CISD,Rice HS,"July 20, 2026; August 6, 2026",August 12 (per 2025-2026 calendar),,"6 days (schedule pickup Aug 4-6, school starts Aug 12)",Not stated,Not stated,Not stated,First week of each semester,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Only 1 counselor; schedule pickup Aug 4-6 for grades 10-12, Aug 7 for grade 9 (meet the teacher)",Rice CISD Data Collection.docx,claude-sonnet-5,2026-08-25,Rice CISD||Rice CISD
